8306,43.7246,-121.30808,-1.057,0.024,0.326352229
8711,43.7244,-121.30837,-1.215,0.063,0.373711754
9237,43.7198,-121.31587,-1.874,0.794,0.326484904
9372,43.72415,-121.31063,-1.3,0.336,0.317714981
9723,43.72507,-121.31078,-1.322,0.637,0.345663309
10041,43.7275,-121.30963,-1.223,0.105,0.36586622
10425,43.72615,-121.30927,-1.14,-0.021,0.355761163
10485,43.7248,-121.30775,-1.148,0.48,0.379170446
10643,43.72615,-121.31062,-1.194,0.821,0.365735775
11015,43.72548,-121.30932,-0.912,0.245,0.363615658
11249,43.72578,-121.30833,-1.046,0.181,0.38613945
11293,43.72515,-121.30918,-0.655,0.282,0.399369064
11349,43.73535,-121.31987,-0.12,-0.143,0.396095547
11370,43.72665,-121.31235,-1.308,0.998,0.386274996
11376,43.72458,-121.3089,-0.916,0.332,0.396095547
11412,43.7263,-121.30913,-0.915,0.17,0.409333303
11420,43.72543,-121.30977,-0.664,0.222,0.386274996
11461,43.72583,-121.30863,-1.21,0.086,0.379594713
11515,43.72602,-121.31147,-1.303,0.481,0.392684186
11538,43.72512,-121.30813,-0.84,0.135,0.366633895
11583,43.72523,-121.3115,-0.611,0.976,0.373180929
11683,43.7242,-121.30923,-1.273,-0.005,0.369907412
11809,43.7288,-121.31025,-0.859,0.011,0.402642581
11842,43.72568,-121.31052,-0.873,0.028,0.386274996
11845,43.72618,-121.3075,-0.838,0.175,0.396234638
11846,43.72748,-121.31112,-0.482,-0.186,0.396095547
11853,43.72587,-121.3105,-0.808,0.058,0.402642581
11854,43.72677,-121.30937,-0.795,0.094,0.383001479
11857,43.72685,-121.30892,-0.697,0.074,0.389548513
11861,43.72628,-121.30937,-0.754,0.25,0.389548513
11878,43.72593,-121.30902,-1.117,0.019,0.399369064
11882,43.72655,-121.3111,-0.433,0.258,0.399369064
11939,43.72578,-121.30877,-1.04,0.219,0.383001479
12001,43.72585,-121.3109,-0.806,-0.042,0.370949127
12008,43.72503,-121.30997,-1.148,0.849,0.357818185
12019,43.72592,-121.31068,-0.744,0.397,0.374100173
12044,43.72793,-121.30812,-0.78,0.004,0.347725166
12049,43.72473,-121.31025,-0.726,0.889,0.354286018
12050,43.72605,-121.31125,-1.027,0.252,0.34444474
12060,43.72488,-121.31185,-1.438,0.395,0.354286018
12115,43.72473,-121.30945,-1.063,-0.011,0.354286018
12155,43.72652,-121.30982,-0.582,0.096,0.341044344
12170,43.72628,-121.31088,-0.928,0.815,0.347725166
12243,43.72395,-121.31048,-1.139,1.077,0.334485799
12254,43.72253,-121.31383,-1.406,0.338,0.321481757
12272,43.72722,-121.31437,-0.851,0.316,0.324762184
12291,43.72612,-121.30893,-1.166,-0.013,0.334485799
12318,43.725,-121.30995,-1.318,0.094,0.318201331
12353,43.72705,-121.3098,-1.389,-0.03,0.34444474
12381,43.72603,-121.3079,-1.007,0.124,0.311969705
12413,43.72578,-121.31257,-0.684,1.369,0.007218523
12536,43.72142,-121.30635,-1.339,1.616,0.228550887
12561,43.72483,-121.3082,-0.853,0.181,0.29443881
12568,43.72687,-121.30883,-0.481,-0.004,0.263642253
12611,43.72623,-121.3102,-0.917,-0.015,0.259369497
12665,43.72568,-121.31168,-0.713,1.268,0.3845538
12735,43.72858,-121.30632,1.5,-0.199,0.398799226
12767,43.7266,-121.31098,-1.107,0.509,0.445079303
12809,43.70088,-121.32233,-2.195,0.599,0.475055131
12853,43.72562,-121.30205,-1.13,0.593,0.415590764
13090,43.7268,-121.30972,-0.95,0.127,0.372657672
13193,43.7254,-121.31173,-0.975,0.283,0.345904893
13196,43.72192,-121.31528,-1.208,0.734,0.35578789
13209,43.7261,-121.31027,-1.27,-0.017,0.339196403
13279,43.72732,-121.31107,-0.742,0.306,0.349322628
13298,43.72518,-121.30862,-0.87,0.304,0.352493558
13304,43.7276,-121.30995,-0.748,-0.023,0.359209118
13358,43.72602,-121.31248,-0.907,0.811,0.342610561
13367,43.72292,-121.3116,-1.494,1.145,0.349199226
13387,43.725,-121.3135,-0.433,1.229,0.342731635
13401,43.7179,-121.32222,-2.392,0.629,0.346027132
13447,43.7261,-121.31353,-0.816,0.221,0.332610065
13468,43.72548,-121.30995,-1.212,0.059,0.342489572
13502,43.72565,-121.30972,-1.293,0.2,0.299572585
13503,43.72642,-121.31077,-1.206,0.49,0.316032618
13511,43.72668,-121.30942,-1.109,0.013,0.316032618
13573,43.72632,-121.30867,-0.892,0.177,0.299572585
13621,43.72677,-121.31265,-0.29,1.08,0.29946687
13686,43.7259,-121.3094,-1.12,0.032,0.003598121
13719,43.72532,-121.3127,-0.621,0.844,0.003754576
13745,43.72478,-121.31147,-1.083,0.706,0.003860262
13803,43.72542,-121.30917,-0.783,0.252,0.060613762
13850,43.72582,-121.30935,-0.738,0.303,0.397824913
13932,43.72585,-121.31157,-0.95,0.542,0.381612386
13962,43.72553,-121.31022,-1.011,0.814,0.540220443
14083,43.72567,-121.3085,-0.991,0.04,0.020333455
14093,43.72507,-121.3128,-1.122,0.908,0.02490814
14162,43.72445,-121.30872,-0.791,0.287,0.279535987
14164,43.7232,-121.31065,-1.325,0.54,0.214440353
14173,43.72613,-121.31152,-0.949,0.444,0.24686295
14176,43.72842,-121.3094,-0.937,0.256,0.254321636
14196,43.7244,-121.31273,-1.44,0.983,0.382168204
14231,43.72602,-121.31043,-0.801,0.06,0.358035343
14473,43.7281,-121.30972,-0.93,0.05,0.028553608
14487,43.72622,-121.31147,-0.953,-0.027,0.040231286
14559,43.72597,-121.30988,-0.807,0.427,0.437537132
14559,43.72645,-121.31017,-0.662,-0.001,0.437537132
14634,43.72565,-121.31105,-1.018,0.651,0.390524665
14685,43.72512,-121.31492,-0.614,0.716,0.36631792
14685,43.72618,-121.311,-0.653,-0.011,0.36631792
14766,43.72493,-121.31322,-1.061,1.156,0.373968575
14769,43.72648,-121.31217,-0.69,0.602,0.373968575
14866,43.72515,-121.31083,-0.744,0.295,0.375926599
14875,43.72538,-121.30958,-0.865,0.041,0.366119818
15241,43.72597,-121.31023,-0.865,0.071,0.309237059
15265,43.72935,-121.30942,-1.353,-0.028,0.259453643
15271,43.72623,-121.3112,-0.921,0.059,0.252726439
15327,43.72492,-121.30957,-1.172,0.861,0.190995177
15328,43.72538,-121.31118,-0.9,0.4,0.223169598
15328,43.72708,-121.3128,-1.221,0.47,0.223169598
15420,43.72538,-121.31183,-0.867,0.74,0.201235355
15475,43.72638,-121.30917,-0.841,0.084,0.194222517
15534,43.72477,-121.31157,-0.545,1.044,0.212796261
15937,43.72477,-121.3098,-0.581,0.542,0.355835459
16036,43.7262,-121.30967,-0.925,0.153,0.310089323
16169,43.72595,-121.31042,-0.592,0.939,0.308861359
16297,43.72693,-121.31022,-0.626,0.147,0.32182668
16419,43.7256,-121.31108,-0.834,-0.097,0.257853732
16434,43.726,-121.30858,-0.804,0.092,0.221017485
16529,43.72622,-121.30883,-1.021,0.061,0.207622486
16529,43.72583,-121.30797,-1.253,0.287,0.207622486
16581,43.72493,-121.30793,-0.922,-0.007,0.234412484
16602,43.72643,-121.31055,-0.959,0.138,0.220938146
16762,43.7301,-121.3105,-1.047,-0.281,0.241196597
16784,43.72572,-121.30788,-1.297,0.314,0.224446833
16892,43.72482,-121.3125,-0.594,1.616,0.221176333
16910,43.72492,-121.31185,-1.081,0.479,0.22109688
16971,43.72587,-121.31443,-0.894,2.108,0.254687898
17057,43.72605,-121.30702,-0.951,-0.026,0.274400408
17109,43.72543,-121.3107,-0.764,0.216,0.270859671
17129,43.72575,-121.31048,-1.13,0.549,0.280790824
17203,43.7241,-121.3046,-1.101,0.135,0.260547547
17283,43.72938,-121.3154,-1.842,0.025,0.277150039
17287,43.73222,-121.31325,0.118,0.158,0.267132568
17344,43.72897,-121.31018,-0.968,-0.063,0.289780337
17380,43.72665,-121.30955,-0.995,0.207,0.276259758
17406,43.7257,-121.31203,-0.952,0.86,0.279588188
17414,43.72605,-121.3115,-0.604,0.792,0.276259758
17527,43.72525,-121.31298,-0.778,1.694,0.292901912
17550,43.72517,-121.3117,-0.893,0.386,0.28624505
17600,43.72772,-121.30802,-1.053,0.122,0.289573481
17645,43.72658,-121.31102,-0.683,1.299,0.289573481
17656,43.73605,-121.3185,-1.981,0.465,0.289676872
17783,43.72663,-121.30678,-1.121,0.086,0.27938875
17816,43.72642,-121.30828,-1.206,0.308,0.259339913
18126,43.72733,-121.31003,-0.792,0.355,0.226171845
18212,43.72937,-121.30578,-1.027,0.049,0.236150015
18216,43.72775,-121.31,-0.854,-0.018,0.225930101
18235,43.71918,-121.31303,-1.215,0.753,0.226171845
18247,43.72377,-121.31363,-1.195,0.853,0.12511683
18494,43.72678,-121.3087,-1.019,-0.114,0.004099539
18682,43.72497,-121.30927,-1.138,0.894,0.244107099
18750,43.72778,-121.3109,-0.63,0.339,0.250996858
18929,43.72675,-121.30797,-1.09,0.476,0.264221998
18962,43.72458,-121.31048,-1.009,0.624,0.260551669
19037,43.7276,-121.30828,-0.921,0.061,0.256884149
19093,43.72557,-121.31147,-0.701,0.602,0.257080863
19996,43.72755,-121.30828,-1.214,0.088,0.346424084
20532,43.7266,-121.30998,-0.81,0.633,0.266941401
20606,43.72593,-121.31077,-1.349,0.505,0.270278168
20650,43.72732,-121.30817,-0.612,0.118,0.27988788
20807,43.723,-121.31217,-0.943,0.844,0.238032808
20855,43.72553,-121.30885,-0.663,-0.044,0.170114274
20964,43.72482,-121.30875,-0.905,0.241,0.280712403
22025,43.72733,-121.30843,-1.021,0.508,0.402192702
22043,43.7236,-121.3113,-1.288,0.162,0.411937062
22444,43.72413,-121.31035,-0.589,0.485,0.272947472
22447,43.72602,-121.31038,-0.383,0.217,0.276333442
22748,43.72468,-121.30995,-0.912,0.503,0.492138914
22835,43.72757,-121.31072,-0.875,-0.024,0.448505594
22876,43.72665,-121.30988,-0.739,0.44,0.440028237
23080,43.724,-121.30675,-0.83,0.169,0.387704044
23424,43.72692,-121.31073,-0.841,0.74,0.430499464
23485,43.72555,-121.30945,-0.499,0.13,0.413720861
23656,43.72552,-121.31125,-1.095,0.67,0.433185852
24335,43.726,-121.31112,-0.808,0.385,0.409253213
24549,43.72707,-121.31082,-0.836,0.34,0.023546548
24576,43.72738,-121.31013,-0.637,0.046,0.018378433
24728,43.73238,-121.3075,-0.469,-0.125,0.035471612
24736,43.72513,-121.30825,-0.814,0.259,0.035471612
24795,43.72667,-121.31058,-0.783,0.132,0.057167082
24854,43.72552,-121.31068,-1.269,-0.048,0.056538836
24894,43.72545,-121.31257,-0.791,0.742,0.081396399
24942,43.7251,-121.3115,-0.801,-0.065,0.06084512
24964,43.72643,-121.31218,-0.974,0.575,0.069885578
25189,43.72553,-121.30765,-0.917,0.07,0.613507086
25321,43.72642,-121.3086,-0.723,-0.061,0.494339185
26129,43.72562,-121.31443,-0.241,0.852,0.379350701
26266,43.7279,-121.30898,-0.955,0.013,0.364783382
26472,43.72685,-121.30888,-0.826,0.087,0.357917601
26545,43.7268,-121.30903,-0.809,0.065,0.357917601
26573,43.72535,-121.31273,-0.483,0.719,0.361610095
26620,43.72622,-121.30867,-0.849,0.129,0.360549348
27082,43.72607,-121.30877,-1.188,0.229,0.356992972
27478,43.72705,-121.3097,-0.575,0.075,0.372462904
27972,43.72773,-121.31105,-0.574,0.844,0.394534051
28033,43.72693,-121.309,-0.503,0.156,0.368070403
28357,43.72913,-121.3142,-0.346,1.453,0.424760158
28367,43.72537,-121.31342,-0.583,0.693,0.406148696
28473,43.72542,-121.31098,-0.691,0.919,0.387226495
28594,43.72602,-121.31207,-0.749,0.294,0.38042165
28630,43.72545,-121.31297,-0.701,0.825,0.349147624
28630,43.72523,-121.31218,-0.719,0.893,0.349147624
28857,43.7238,-121.31517,-0.946,1.341,0.373590431
28953,43.72607,-121.31008,-0.799,0.104,0.362800815
29052,43.72575,-121.31327,-1.012,1.172,0.358754709
29052,43.72692,-121.31007,-0.977,-0.027,0.358754709
29170,43.72643,-121.3116,-0.704,0.018,0.358884469
29200,43.72645,-121.30947,-0.833,0.435,0.345392572
29248,43.72628,-121.30783,-0.709,0.095,0.089038178
29348,43.71395,-121.31977,-0.741,0.254,0.00948308
29390,43.72542,-121.30937,-1.019,0.226,0.010610634
29422,43.7274,-121.31008,-0.73,0.846,0.009368754
29577,43.72505,-121.31372,-0.889,0.339,0.357614968
30586,43.72505,-121.31128,-0.744,0.977,0.244161727
31881,43.72607,-121.30972,-0.8,0.223,0.292813311
31909,43.72513,-121.31157,-0.77,-0.017,0.288718227
31974,43.7257,-121.31288,-0.714,0.054,0.268285345
31988,43.72603,-121.31412,-0.859,0.471,0.261860718
32617,43.72565,-121.3105,-0.976,0.893,1.178204343
32743,43.72438,-121.30865,-0.737,0.024,0.401318368
77378,43.72652,-121.31422,-0.715,0.39,0.517872786
77379,43.72658,-121.30975,-0.436,-0.025,0.501195134
77574,43.72587,-121.30908,-0.588,0.232,0.400000989
77588,43.72595,-121.31147,-0.809,0.736,0.403390828
77596,43.72448,-121.3068,-0.968,0.248,0.372882278
77636,43.72562,-121.30798,-0.883,0.253,0.389536123
77680,43.72405,-121.31495,-0.59,0.784,0.389388616
78742,43.72608,-121.312,-0.55,0.765,0.280294022
78742,43.72837,-121.31202,-0.491,0.279,0.280294022
78764,43.72693,-121.31135,-0.645,0.737,0.304048107
78764,43.72622,-121.31335,-0.311,0.949,0.304048107
78765,43.72483,-121.31145,0.012,0.707,0.277021609
78892,43.72657,-121.31147,-0.875,0.864,0.310687349
79142,43.72638,-121.3136,-0.215,1.447,0.290425131
79144,43.72665,-121.31348,-0.673,-0.136,0.287048094
79149,43.7257,-121.31207,-0.787,0.702,0.270264984
79414,43.72692,-121.31507,-0.237,1.062,0.299989751
79421,43.72657,-121.31297,-0.553,0.697,0.28345695
79481,43.7237,-121.31608,-0.72,2.281,0.297179204
79498,43.7246,-121.3102,-0.496,0.367,0.290096447
79525,43.72657,-121.31143,-0.7,0.046,0.280188202
79540,43.72718,-121.31212,-0.757,0.644,0.30021609
79666,43.72628,-121.31298,-0.975,0.172,0.283563964
79667,43.7258,-121.31317,-0.505,0.712,0.266685156
79668,43.7253,-121.31803,-0.365,0.573,0.286615108
79757,43.72738,-121.31218,-0.615,0.05,0.373015604
79847,43.72507,-121.31267,-0.524,0.582,0.234197247
80253,43.72795,-121.30977,-0.672,0.098,0.07874698
80611,43.72575,-121.31643,-0.36,1.148,0.392959898
81679,43.73052,-121.31502,1.5,-0.201,0.325496986
82086,43.7244,-121.31128,-0.42,-0.087,0.033889401
82224,43.72745,-121.31342,-0.703,-0.044,0.035734714
82278,43.72685,-121.3122,-0.569,0.432,0.054390018
82551,43.72782,-121.31162,-0.439,0.414,0.086910508
82551,43.72738,-121.3105,-0.489,0.072,0.086910508
82551,43.7264,-121.31263,-0.618,0.676,0.086910508
82979,43.72618,-121.31115,-0.814,0.327,0.357549519
82983,43.72615,-121.31327,-0.967,0.782,0.368722942
82984,43.72502,-121.3114,-0.992,0.486,0.353236514
83104,43.7259,-121.31403,-1.176,0.943,0.381581106
83105,43.72587,-121.31098,-0.929,0.415,0.388493916
83475,43.72732,-121.31093,-0.718,0.295,0.363058954
83995,43.72622,-121.31102,-1.13,0.22,0.285919349
84154,43.72752,-121.31135,-0.756,0.292,0.287830522
84166,43.72655,-121.30982,-0.748,0.042,0.258393309
84181,43.72583,-121.31012,-0.742,0.289,0.277916458
84286,43.72397,-121.30967,-0.936,0.091,0.25540278
84286,43.72757,-121.30985,-0.815,-0.124,0.25540278
84439,43.7262,-121.31028,-0.893,0.15,0.261664111
84439,43.72682,-121.31138,-0.915,0.094,0.261664111
84546,43.72628,-121.30952,-1.092,0.33,0.219782585
